"Title","Artist","Album","YouTubeMusicUrl","AlbumArtUrl"
"Adore You","Miley Cyrus","Bangerz (Deluxe Version)","https://music.youtube.com/search?q=Miley%20Cyrus%20Adore%20You",""
"Mother's Daughter","Miley Cyrus","SHE IS COMING","https://music.youtube.com/search?q=Miley%20Cyrus%20Mother%27s%20Daughter","https://cdn-images.dzcdn.net/images/cover/09ec70586b12e9f734e875c10dd47b85/1000x1000-000000-80-0-0.jpg"
"We Can't Stop","Miley Cyrus","Bangerz (Deluxe Version)","https://music.youtube.com/search?q=Miley%20Cyrus%20We%20Can%27t%20Stop",""
"Wrecking Ball","Miley Cyrus","Bangerz (Deluxe Version)","https://music.youtube.com/search?q=Miley%20Cyrus%20Wrecking%20Ball",""
"So High (feat. Fredo)","MIST","So High (feat. Fredo)","https://music.youtube.com/search?q=MIST%20So%20High%20%28feat.%20Fredo%29","https://cdn-images.dzcdn.net/images/cover/7487307012e4eb20ffd9c76af56e9b30/1000x1000-000000-80-0-0.jpg"
"ヒカリヘ","miwa","miwa THE BEST","https://music.youtube.com/search?q=miwa%20%E3%83%92%E3%82%AB%E3%83%AA%E3%83%98","https://cdn-images.dzcdn.net/images/cover/af3395abb2115728eb8b6363b83d4147/1000x1000-000000-80-0-0.jpg"
"Wild","Monogem","Wild","https://music.youtube.com/search?q=Monogem%20Wild","https://cdn-images.dzcdn.net/images/cover/f968fdc6ff1cf37c4a4ac1bfad376eef/1000x1000-000000-80-0-0.jpg"
"Holdin' On (Skrillex & Nero Remix)","Monsta/Skrillex/NERO","I See Monstas","https://music.youtube.com/search?q=Monsta%2FSkrillex%2FNERO%20Holdin%27%20On%20%28Skrillex%20%26%20Nero%20Remix%29","https://cdn-images.dzcdn.net/images/cover/a849f100af63b2afed7ebe78d0dcd756/1000x1000-000000-80-0-0.jpg"
"7 Summers","Morgan Wallen","7 Summers","https://music.youtube.com/search?q=Morgan%20Wallen%207%20Summers","https://cdn-images.dzcdn.net/images/cover/50920bface5805db5615d510b1475722/1000x1000-000000-80-0-0.jpg"
"Chasin' You","Morgan Wallen","If I Know Me","https://music.youtube.com/search?q=Morgan%20Wallen%20Chasin%27%20You",""
"Early to Bed","Morphine","Like Swimming","https://music.youtube.com/search?q=Morphine%20Early%20to%20Bed","https://cdn-images.dzcdn.net/images/cover/1b1124c262cc70057358c72b3b8426c9/1000x1000-000000-80-0-0.jpg"
"Sunshine Girl","moumoon","夏!王道ベストヒッツ","https://music.youtube.com/search?q=moumoon%20Sunshine%20Girl","https://cdn-images.dzcdn.net/images/cover/8a7fea07b82c6e6146893296a4b62ca5/1000x1000-000000-80-0-0.jpg"
"Broken Wings","Mr. Mister","Welcome to the Real World","https://music.youtube.com/search?q=Mr.%20Mister%20Broken%20Wings",""
"Waves","Mr. Probz","Against The Stream","https://music.youtube.com/search?q=Mr.%20Probz%20Waves","https://cdn-images.dzcdn.net/images/cover/c2c3a6443f29e456a2151d3c77f1a363/1000x1000-000000-80-0-0.jpg"
"Madness","Muse","The 2nd Law","https://music.youtube.com/search?q=Muse%20Madness","https://cdn-images.dzcdn.net/images/cover/dffef0ec67705fdca2b1dd9f55a5abb3/1000x1000-000000-80-0-0.jpg"
"Back At One","Nakala","Back At One - Single","https://music.youtube.com/search?q=Nakala%20Back%20At%20One",""
"(I Love You) For Sentimental Reasons","Nat King Cole","Love songs sixties","https://music.youtube.com/search?q=Nat%20King%20Cole%20%28I%20Love%20You%29%20For%20Sentimental%20Reasons","https://cdn-images.dzcdn.net/images/cover/d871135d349769e7bc8a2b35288e8657/1000x1000-000000-80-0-0.jpg"
"La La La","Naughty Boy/Sam Smith","La La La","https://music.youtube.com/search?q=Naughty%20Boy%2FSam%20Smith%20La%20La%20La","https://cdn-images.dzcdn.net/images/cover/5ef4779d20ab952d346e185f3b1dbce7/1000x1000-000000-80-0-0.jpg"
"So Sick","Ne-Yo","In My Own Words","https://music.youtube.com/search?q=Ne-Yo%20So%20Sick","https://cdn-images.dzcdn.net/images/cover/ad97c751643e185a348fb13199c49944/1000x1000-000000-80-0-0.jpg"
"Cold","NEFFEX","Cold","https://music.youtube.com/search?q=NEFFEX%20Cold","https://cdn-images.dzcdn.net/images/cover/8343048db6a8805de0803251fc429ced/1000x1000-000000-80-0-0.jpg"
"Just A Dream","Nelly","5.0 Deluxe","https://music.youtube.com/search?q=Nelly%20Just%20A%20Dream","https://cdn-images.dzcdn.net/images/cover/94628c647146cd8fdf64f8921f73d305/1000x1000-000000-80-0-0.jpg"
"Promiscuous (feat. Timbaland)","Nelly Furtado","Loose","https://music.youtube.com/search?q=Nelly%20Furtado%20Promiscuous%20%28feat.%20Timbaland%29",""
"Say It Right","Nelly Furtado","Loose (Deluxe Version)","https://music.youtube.com/search?q=Nelly%20Furtado%20Say%20It%20Right",""
"99 Luftballons","Nena","Nena","https://music.youtube.com/search?q=Nena%2099%20Luftballons",""
"99 Luftballons (Remastered 2024)","Nena","NENA (Remastered & Selected Works)","https://music.youtube.com/search?q=Nena%2099%20Luftballons%20%28Remastered%202024%29",""
"Everybody Talks","Neon Trees","Picture Show","https://music.youtube.com/search?q=Neon%20Trees%20Everybody%20Talks",""
"Love in the 21st Century","Neon Trees","Pop Psychology","https://music.youtube.com/search?q=Neon%20Trees%20Love%20in%20the%2021st%20Century","https://cdn-images.dzcdn.net/images/cover/76d9dee6f3a3cdc2890eec01e734c8f3/1000x1000-000000-80-0-0.jpg"
"Promises (Skrillex & Nero Remix)","Nero","Halloween Party Anthems","https://music.youtube.com/search?q=Nero%20Promises%20%28Skrillex%20%26%20Nero%20Remix%29","https://cdn-images.dzcdn.net/images/cover/139182fefbf6e6ccab0b9d4327aa520b/1000x1000-000000-80-0-0.jpg"
"夏がそうさせた","never young beach","夏がそうさせた - Single","https://music.youtube.com/search?q=never%20young%20beach%20%E5%A4%8F%E3%81%8C%E3%81%9D%E3%81%86%E3%81%95%E3%81%9B%E3%81%9F",""
"桜流し","nevva","桜流し - Single","https://music.youtube.com/search?q=nevva%20%E6%A1%9C%E6%B5%81%E3%81%97",""
"Give Me Hope","New Politics","New Politics","https://music.youtube.com/search?q=New%20Politics%20Give%20Me%20Hope","https://cdn-images.dzcdn.net/images/cover/2b507b57e27a68f4b1c15b88640725f8/1000x1000-000000-80-0-0.jpg"
"Ditto","NewJeans","Ditto","https://music.youtube.com/search?q=NewJeans%20Ditto","https://cdn-images.dzcdn.net/images/cover/89073b58a3ce20e32384f246b92f1c76/1000x1000-000000-80-0-0.jpg"
"Let You Down","NF","Perception","https://music.youtube.com/search?q=NF%20Let%20You%20Down",""
"This Town","Niall Horan","This Town","https://music.youtube.com/search?q=Niall%20Horan%20This%20Town","https://cdn-images.dzcdn.net/images/cover/db536bae261f7e43b20dd14c4faf7192/1000x1000-000000-80-0-0.jpg"
"Watch The Pacific feat. RAq & Othello","Nicholas Cheung","Watch The Pacific feat. RAq & Othello - Single","https://music.youtube.com/search?q=Nicholas%20Cheung%20Watch%20The%20Pacific%20feat.%20RAq%20%26%20Othello",""
"Chains","Nick Jonas","Nick Jonas X2","https://music.youtube.com/search?q=Nick%20Jonas%20Chains",""
"Jealous","Nick Jonas","Nick Jonas","https://music.youtube.com/search?q=Nick%20Jonas%20Jealous",""
"Jealous","Nick Jonas/Tinashe","Nick Jonas X2","https://music.youtube.com/search?q=Nick%20Jonas%2FTinashe%20Jealous","https://cdn-images.dzcdn.net/images/cover/62dcb93d003ae35d7144f13c02527592/1000x1000-000000-80-0-0.jpg"
"What Are You Waiting For?","Nickelback","No Fixed Address","https://music.youtube.com/search?q=Nickelback%20What%20Are%20You%20Waiting%20For%3F","https://cdn-images.dzcdn.net/images/cover/6aa44ef7d94ba948a2cc3153ec080b9c/1000x1000-000000-80-0-0.jpg"
"No Frauds","Nicki Minaj/Lil Wayne/Drake","No Frauds","https://music.youtube.com/search?q=Nicki%20Minaj%2FLil%20Wayne%2FDrake%20No%20Frauds","https://cdn-images.dzcdn.net/images/cover/5d95ed6ffc0ca3d8f39975d2d66d1c0f/1000x1000-000000-80-0-0.jpg"
"夏天","Nicky Lee","好玖","https://music.youtube.com/search?q=Nicky%20Lee%20%E5%A4%8F%E5%A4%A9",""
"Am I Wrong","Nico & Vinz","Black Star Elephant","https://music.youtube.com/search?q=Nico%20%26%20Vinz%20Am%20I%20Wrong",""
"Sister Christian","Night Ranger","Boogie Nights / Music From The Original Motion Picture","https://music.youtube.com/search?q=Night%20Ranger%20Sister%20Christian","https://cdn-images.dzcdn.net/images/cover/5317a8ed11b80200085a5300f4bf8ebb/1000x1000-000000-80-0-0.jpg"
"Push the Feeling On (Mk Dub Revisted Edit)","Nightcrawlers","Push the Feeling On (Mk Dub Revisted Edit) - Single","https://music.youtube.com/search?q=Nightcrawlers%20Push%20the%20Feeling%20On%20%28Mk%20Dub%20Revisted%20Edit%29",""
"lowkey","NIKI","lowkey","https://music.youtube.com/search?q=NIKI%20lowkey","https://cdn-images.dzcdn.net/images/cover/ba50b6e4c7c3eef963dca04f8f5bd596/1000x1000-000000-80-0-0.jpg"
"I'm Stuck","Noah Cyrus","I'm Stuck","https://music.youtube.com/search?q=Noah%20Cyrus%20I%27m%20Stuck","https://cdn-images.dzcdn.net/images/cover/ba8efdfda1c8d19e59f60f79946d66f7/1000x1000-000000-80-0-0.jpg"
"Stay Together","Noah Cyrus","Stay Together","https://music.youtube.com/search?q=Noah%20Cyrus%20Stay%20Together","https://cdn-images.dzcdn.net/images/cover/3f8ae62539ee23705c954349c623aa90/1000x1000-000000-80-0-0.jpg"
"Make Me (Cry)","Noah Cyrus/Labrinth","Make Me (Cry)","https://music.youtube.com/search?q=Noah%20Cyrus%2FLabrinth%20Make%20Me%20%28Cry%29","https://cdn-images.dzcdn.net/images/cover/385c988fa801b8c3c3021ff32d3f711d/1000x1000-000000-80-0-0.jpg"
"Walk on By","Noosa","Noosa","https://music.youtube.com/search?q=Noosa%20Walk%20on%20By","https://cdn-images.dzcdn.net/images/cover/e4c2cae158bb9460d664f85d81c184d2/1000x1000-000000-80-0-0.jpg"
"Seven Years","Norah Jones","Come Away With Me (Remastered 2022)","https://music.youtube.com/search?q=Norah%20Jones%20Seven%20Years","https://cdn-images.dzcdn.net/images/cover/ffdc405610fbb92fe681e610a6b34aba/1000x1000-000000-80-0-0.jpg"
"Break up with Him","Old Dominion","Meat and Candy","https://music.youtube.com/search?q=Old%20Dominion%20Break%20up%20with%20Him","https://cdn-images.dzcdn.net/images/cover/eaa581036a4553713887923aa054347b/1000x1000-000000-80-0-0.jpg"
"Troublemaker","Olly Murs/Flo Rida","You Know I Know (Expanded Edition)","https://music.youtube.com/search?q=Olly%20Murs%2FFlo%20Rida%20Troublemaker","https://cdn-images.dzcdn.net/images/cover/2ac5f68932496e902ae25efbe49ebdca/1000x1000-000000-80-0-0.jpg"
"Run Away with Me","Omar Akram","Secret Journey","https://music.youtube.com/search?q=Omar%20Akram%20Run%20Away%20with%20Me","https://cdn-images.dzcdn.net/images/cover/3f026798d6cd4a087122d00dbf8ee65c/1000x1000-000000-80-0-0.jpg"
"Post To Be","Omarion/Chris Brown/Jhené Aiko","Sex Playlist","https://music.youtube.com/search?q=Omarion%2FChris%20Brown%2FJhen%C3%A9%20Aiko%20Post%20To%20Be","https://cdn-images.dzcdn.net/images/cover/66c642d4724be38f07ec20a8d0b3ab52/1000x1000-000000-80-0-0.jpg"
"Cheerleader","Omi","Cheerleader (Remixes)","https://music.youtube.com/search?q=Omi%20Cheerleader","https://cdn-images.dzcdn.net/images/cover/43acb59f2b8f3ddc2694baccb5989eab/1000x1000-000000-80-0-0.jpg"
"Cheerleader (feat. Kid Ink) [Felix Jaehn vs Salaam Remi Remix]","Omi","Cheerleader (feat. Kid Ink) (Felix Jaehn vs Salaam Remi Remix)","https://music.youtube.com/search?q=Omi%20Cheerleader%20%28feat.%20Kid%20Ink%29%20%5BFelix%20Jaehn%20vs%20Salaam%20Remi%20Remix%5D","https://cdn-images.dzcdn.net/images/cover/2d1d0297e399c02a1174a818c6389d9e/1000x1000-000000-80-0-0.jpg"
"Cheerleader (Felix Jaehn Remix Radio Edit)","Omi","Cheerleader (Felix Jaehn Remix) (Radio Edit)","https://music.youtube.com/search?q=Omi%20Cheerleader%20%28Felix%20Jaehn%20Remix%20Radio%20Edit%29","https://cdn-images.dzcdn.net/images/cover/7f8e1e80d7b9d66ffddf7f457375ccf7/1000x1000-000000-80-0-0.jpg"
"Hula Hoop","Omi","Hula Hoop","https://music.youtube.com/search?q=Omi%20Hula%20Hoop","https://cdn-images.dzcdn.net/images/cover/056b9f8eb0995a8918a256f9d7a7fe8e/1000x1000-000000-80-0-0.jpg"
"Cheerleader (Felix Jaehn Remix) (Radio Edit)","Omi/Felix Jaehn","Cheerleader (Felix Jaehn Remix) (Radio Edit)","https://music.youtube.com/search?q=Omi%2FFelix%20Jaehn%20Cheerleader%20%28Felix%20Jaehn%20Remix%29%20%28Radio%20Edit%29","https://cdn-images.dzcdn.net/images/cover/7f8e1e80d7b9d66ffddf7f457375ccf7/1000x1000-000000-80-0-0.jpg"
"Back For You","One Direction","Take Me Home (Yearbook Edition)","https://music.youtube.com/search?q=One%20Direction%20Back%20For%20You",""
"Best Song Ever","One Direction","Midnight Memories","https://music.youtube.com/search?q=One%20Direction%20Best%20Song%20Ever",""
"Drag Me Down","One Direction","Made In The A.M.","https://music.youtube.com/search?q=One%20Direction%20Drag%20Me%20Down",""
"Fireproof","One Direction","FOUR (Deluxe)","https://music.youtube.com/search?q=One%20Direction%20Fireproof","https://cdn-images.dzcdn.net/images/cover/44d6c40a5d127528c991b1923948d4bd/1000x1000-000000-80-0-0.jpg"
"Kiss You","One Direction","Take Me Home","https://music.youtube.com/search?q=One%20Direction%20Kiss%20You","https://cdn-images.dzcdn.net/images/cover/d1458579e53353f4278f2e77ffc75b3b/1000x1000-000000-80-0-0.jpg"
"Live While We're Young","One Direction","Take Me Home","https://music.youtube.com/search?q=One%20Direction%20Live%20While%20We%27re%20Young","https://cdn-images.dzcdn.net/images/cover/d1458579e53353f4278f2e77ffc75b3b/1000x1000-000000-80-0-0.jpg"
"Night Changes","One Direction","FOUR (Deluxe)","https://music.youtube.com/search?q=One%20Direction%20Night%20Changes","https://cdn-images.dzcdn.net/images/cover/44d6c40a5d127528c991b1923948d4bd/1000x1000-000000-80-0-0.jpg"
"One Thing","One Direction","Up All Night","https://music.youtube.com/search?q=One%20Direction%20One%20Thing","https://cdn-images.dzcdn.net/images/cover/95f254f5a4b63ed50250e64386343ec8/1000x1000-000000-80-0-0.jpg"
"Perfect","One Direction","Made In The A.M. (Deluxe Edition)","https://music.youtube.com/search?q=One%20Direction%20Perfect","https://cdn-images.dzcdn.net/images/cover/433ce4072595090a6b2add706416d311/1000x1000-000000-80-0-0.jpg"
"Ready to Run","One Direction","FOUR (Deluxe)","https://music.youtube.com/search?q=One%20Direction%20Ready%20to%20Run","https://cdn-images.dzcdn.net/images/cover/44d6c40a5d127528c991b1923948d4bd/1000x1000-000000-80-0-0.jpg"
"Steal My Girl","One Direction","FOUR (The Ultimate Edition)","https://music.youtube.com/search?q=One%20Direction%20Steal%20My%20Girl",""
"Stole My Heart","One Direction","Up All Night","https://music.youtube.com/search?q=One%20Direction%20Stole%20My%20Heart","https://cdn-images.dzcdn.net/images/cover/95f254f5a4b63ed50250e64386343ec8/1000x1000-000000-80-0-0.jpg"
"Story of My Life","One Direction","Midnight Memories","https://music.youtube.com/search?q=One%20Direction%20Story%20of%20My%20Life",""
"What Makes You Beautiful","One Direction","Up All Night","https://music.youtube.com/search?q=One%20Direction%20What%20Makes%20You%20Beautiful","https://cdn-images.dzcdn.net/images/cover/95f254f5a4b63ed50250e64386343ec8/1000x1000-000000-80-0-0.jpg"
"You & I","One Direction","Midnight Memories (Deluxe)","https://music.youtube.com/search?q=One%20Direction%20You%20%26%20I","https://cdn-images.dzcdn.net/images/cover/620bcd9a3310b1bfaba639b060b54abf/1000x1000-000000-80-0-0.jpg"
"Listen","ONE OK ROCK","Ambitions","https://music.youtube.com/search?q=ONE%20OK%20ROCK%20Listen",""
"Listen","ONE OK ROCK/Avril Lavigne","Listen - Single","https://music.youtube.com/search?q=ONE%20OK%20ROCK%2FAvril%20Lavigne%20Listen",""
"Apologize","OneRepublic","Dreaming Out Loud","https://music.youtube.com/search?q=OneRepublic%20Apologize","https://cdn-images.dzcdn.net/images/cover/565b424faee4bdc6e6db39db8d6fc333/1000x1000-000000-80-0-0.jpg"
"Counting Stars","OneRepublic","Native","https://music.youtube.com/search?q=OneRepublic%20Counting%20Stars",""
"Love Runs Out","OneRepublic","Native","https://music.youtube.com/search?q=OneRepublic%20Love%20Runs%20Out","https://cdn-images.dzcdn.net/images/cover/63bb716faf92942d967f5c053fc8720c/1000x1000-000000-80-0-0.jpg"
"Secrets","OneRepublic","Waking Up (International Deluxe Version)","https://music.youtube.com/search?q=OneRepublic%20Secrets","https://cdn-images.dzcdn.net/images/cover/8b42c224852884f09af2aa0f44e71282/1000x1000-000000-80-0-0.jpg"
"Secrets (伴奏版)","OneRepublic","Waking Up (International Deluxe Version)","https://music.youtube.com/search?q=OneRepublic%20Secrets%20%28%E4%BC%B4%E5%A5%8F%E7%89%88%29","https://cdn-images.dzcdn.net/images/cover/8b42c224852884f09af2aa0f44e71282/1000x1000-000000-80-0-0.jpg"
"Apologize","OneRepublic/Timbaland","Dreaming Out Loud","https://music.youtube.com/search?q=OneRepublic%2FTimbaland%20Apologize","https://cdn-images.dzcdn.net/images/cover/565b424faee4bdc6e6db39db8d6fc333/1000x1000-000000-80-0-0.jpg"
"Locked Away","OutaMatic/Maddie Wilson/Madilyn Paige","Locked Away - Single","https://music.youtube.com/search?q=OutaMatic%2FMaddie%20Wilson%2FMadilyn%20Paige%20Locked%20Away",""
"All My Friends","Owl City","Cinematic","https://music.youtube.com/search?q=Owl%20City%20All%20My%20Friends",""
"Enchanted","Owl City","Re-Enchanted World (Sessions)","https://music.youtube.com/search?q=Owl%20City%20Enchanted","https://cdn-images.dzcdn.net/images/cover/b4b2e8da7ea91f9c73af5a864c3cd507/1000x1000-000000-80-0-0.jpg"
"Good Time (Acoustic)","Owl City","Acoustic Greatest Hits","https://music.youtube.com/search?q=Owl%20City%20Good%20Time%20%28Acoustic%29","https://cdn-images.dzcdn.net/images/cover/d23ed98cc900d910d7c4bae71d96ef77/1000x1000-000000-80-0-0.jpg"
"Hello Seattle","Owl City","Of June","https://music.youtube.com/search?q=Owl%20City%20Hello%20Seattle","https://cdn-images.dzcdn.net/images/cover/3797049dd85ebbafc659742bbc48d0ca/1000x1000-000000-80-0-0.jpg"
"My Everything","Owl City","Mobile Orchestra","https://music.youtube.com/search?q=Owl%20City%20My%20Everything","https://cdn-images.dzcdn.net/images/cover/1810c0b479f222ccad50cabf9089dc7d/1000x1000-000000-80-0-0.jpg"
"Shooting Star","Owl City","The Midsummer Station","https://music.youtube.com/search?q=Owl%20City%20Shooting%20Star","https://cdn-images.dzcdn.net/images/cover/7e6ddcd830f7a041f606d7b29864be2e/1000x1000-000000-80-0-0.jpg"
"Vanilla Twilight","Owl City","Ocean Eyes","https://music.youtube.com/search?q=Owl%20City%20Vanilla%20Twilight","https://cdn-images.dzcdn.net/images/cover/c923db2cb6698897426be066e01086c3/1000x1000-000000-80-0-0.jpg"
"The Saltwater Room","Owl City/Breanne Düren","The Saltwater Room - Single","https://music.youtube.com/search?q=Owl%20City%2FBreanne%20D%C3%BCren%20The%20Saltwater%20Room",""
"You’re Not Alone","Owl City/Britt Nicole","Mobile Orchestra","https://music.youtube.com/search?q=Owl%20City%2FBritt%20Nicole%20You%E2%80%99re%20Not%20Alone","https://cdn-images.dzcdn.net/images/cover/1810c0b479f222ccad50cabf9089dc7d/1000x1000-000000-80-0-0.jpg"
"Good Time","Owl City/Carly Rae Jepsen","The Midsummer Station","https://music.youtube.com/search?q=Owl%20City%2FCarly%20Rae%20Jepsen%20Good%20Time","https://cdn-images.dzcdn.net/images/cover/7e6ddcd830f7a041f606d7b29864be2e/1000x1000-000000-80-0-0.jpg"
"Beautiful Times","Owl City/Lindsey Stirling","Ultraviolet","https://music.youtube.com/search?q=Owl%20City%2FLindsey%20Stirling%20Beautiful%20Times","https://cdn-images.dzcdn.net/images/cover/a05a90bea27f50d8995268b2513f9a34/1000x1000-000000-80-0-0.jpg"
"Thunderstruck","Owl City/Sarah Russell","Mobile Orchestra","https://music.youtube.com/search?q=Owl%20City%2FSarah%20Russell%20Thunderstruck","https://cdn-images.dzcdn.net/images/cover/1810c0b479f222ccad50cabf9089dc7d/1000x1000-000000-80-0-0.jpg"
"溺れるナイフ-Chasing Kou/追逐阿航（Öxacillis remix）","Öxacillis","溺れるナイフ-Chasing Kou/追逐阿航（Öxacillis remix） - Single","https://music.youtube.com/search?q=%C3%96xacillis%20%E6%BA%BA%E3%82%8C%E3%82%8B%E3%83%8A%E3%82%A4%E3%83%95-Chasing%20Kou%2F%E8%BF%BD%E9%80%90%E9%98%BF%E8%88%AA%EF%BC%88%C3%96xacillis%20remix%EF%BC%89",""
"****' Perfect","P!nk","Greatest Hits...So Far!!!","https://music.youtube.com/search?q=P%21nk%20%2A%2A%2A%2A%27%20Perfect","https://cdn-images.dzcdn.net/images/cover/822dd8968617b2da70dcaa5804556512/1000x1000-000000-80-0-0.jpg"
"Blow Me (One Last Kiss)","P!nk","The Truth About Love (Deluxe Version)","https://music.youtube.com/search?q=P%21nk%20Blow%20Me%20%28One%20Last%20Kiss%29",""
"Just Give Me a Reason (feat. Nate Ruess)","P!nk","The Truth About Love (Deluxe Version)","https://music.youtube.com/search?q=P%21nk%20Just%20Give%20Me%20a%20Reason%20%28feat.%20Nate%20Ruess%29",""
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","https://music.youtube.com/search?q=P%21nk%20Just%20Like%20Fire%20%28From%20the%20Original%20Motion%20Picture%20%22Alice%20Through%20The%20Looking%20Glass%22%29","https://cdn-images.dzcdn.net/images/cover/03afe5c85becc933ff77998808d08872/1000x1000-000000-80-0-0.jpg"
"Raise Your Glass","P!nk","Greatest Hits...So Far!!! (Deluxe Version)","https://music.youtube.com/search?q=P%21nk%20Raise%20Your%20Glass",""
"So What","P!nk","Funhouse - The Tour Edition","https://music.youtube.com/search?q=P%21nk%20So%20What",""
"Try","P!nk","The Truth About Love (Deluxe Version)","https://music.youtube.com/search?q=P%21nk%20Try",""
"Whataya Want from Me","P!nk","Greatest Hits...So Far!!!","https://music.youtube.com/search?q=P%21nk%20Whataya%20Want%20from%20Me","https://cdn-images.dzcdn.net/images/cover/822dd8968617b2da70dcaa5804556512/1000x1000-000000-80-0-0.jpg"
"Just Give Me a Reason","P!nk/Nate Ruess","The Truth About Love","https://music.youtube.com/search?q=P%21nk%2FNate%20Ruess%20Just%20Give%20Me%20a%20Reason","https://cdn-images.dzcdn.net/images/cover/a43e104f2ff2872df2e1bf4207b6b5e6/1000x1000-000000-80-0-0.jpg"
"If I Saw You Again","Pages","Pages (2024 Remaster)","https://music.youtube.com/search?q=Pages%20If%20I%20Saw%20You%20Again","https://cdn-images.dzcdn.net/images/cover/98067d862e71f8a6744ce73216796713/1000x1000-000000-80-0-0.jpg"
"Entertainer, The","Paralyzed Veterans of America","Entertainer, The - Single","https://music.youtube.com/search?q=Paralyzed%20Veterans%20of%20America%20Entertainer%2C%20The",""
"Let Her Go","Passenger","All the Little Lights (Deluxe)","https://music.youtube.com/search?q=Passenger%20Let%20Her%20Go","https://cdn-images.dzcdn.net/images/cover/4e3bc8222ca1042be42e8806366d6c4e/1000x1000-000000-80-0-0.jpg"
"What's It Worth?","Pat D/Melodiq/Lady Paradox","Soulscapes & Jazz Breaks","https://music.youtube.com/search?q=Pat%20D%2FMelodiq%2FLady%20Paradox%20What%27s%20It%20Worth%3F","https://cdn-images.dzcdn.net/images/cover/027f307bbae8234e4496ed48f0e56d15/1000x1000-000000-80-0-0.jpg"
"Scarface (Push It To The Limit)","Paul Engemann","Scarface (Expanded Motion Picture Soundtrack)","https://music.youtube.com/search?q=Paul%20Engemann%20Scarface%20%28Push%20It%20To%20The%20Limit%29","https://cdn-images.dzcdn.net/images/cover/9cc27739273df10c34b248b03280ba7a/1000x1000-000000-80-0-0.jpg"
"Alla Figarod","Paul Mauriat","Love Is Blue (Anniversary Collection)","https://music.youtube.com/search?q=Paul%20Mauriat%20Alla%20Figarod","https://cdn-images.dzcdn.net/images/cover/2d0cdaff29bcdd00b4a3b1e5bc99751d/1000x1000-000000-80-0-0.jpg"
"Will You Be There","Paulin Voss","Soundwave","https://music.youtube.com/search?q=Paulin%20Voss%20Will%20You%20Be%20There","https://cdn-images.dzcdn.net/images/cover/afe69e59c498f4587ee19de5def8620d/1000x1000-000000-80-0-0.jpg"
"Winter Weather","Peggy Lee","A Jazz Christmas","https://music.youtube.com/search?q=Peggy%20Lee%20Winter%20Weather","https://cdn-images.dzcdn.net/images/cover/76830dd51d31fec1d712ec4149c13ff6/1000x1000-000000-80-0-0.jpg"
"Can't Smile without You","Peppi Kamadhatu","Can't Smile without You - Single","https://music.youtube.com/search?q=Peppi%20Kamadhatu%20Can%27t%20Smile%20without%20You",""
"In My Head","Peter Manos","In My Head","https://music.youtube.com/search?q=Peter%20Manos%20In%20My%20Head","https://cdn-images.dzcdn.net/images/cover/4b4131813c56e51f5f9a595d0a2c0718/1000x1000-000000-80-0-0.jpg"
"Nocturne No.2 in E flat, Op.9 No.2","Peter Schmalfuss","Chopin Nocturne Collection, Opus No. 9, 15, 27 & 32","https://music.youtube.com/search?q=Peter%20Schmalfuss%20Nocturne%20No.2%20in%20E%20flat%2C%20Op.9%20No.2","https://cdn-images.dzcdn.net/images/cover/7f06902d7fdb210eba60ef6cc7d3b7aa/1000x1000-000000-80-0-0.jpg"
"Happy","Pharrell Williams","G I R L","https://music.youtube.com/search?q=Pharrell%20Williams%20Happy","https://cdn-images.dzcdn.net/images/cover/a1939a9a40dc97ed404cc4597c6a32bc/1000x1000-000000-80-0-0.jpg"
"Happy (From ""Despicable Me 2"")","Pharrell Williams","G I R L (Japan Version)","https://music.youtube.com/search?q=Pharrell%20Williams%20Happy%20%28From%20%22Despicable%20Me%202%22%29",""
"Home","Phillip Phillips","The World From the Side of the Moon (Deluxe Version)","https://music.youtube.com/search?q=Phillip%20Phillips%20Home",""
"Radioactive (Romantic Candlelight Piano Mix)","Piano Crew","The Very Best of Piano","https://music.youtube.com/search?q=Piano%20Crew%20Radioactive%20%28Romantic%20Candlelight%20Piano%20Mix%29","https://cdn-images.dzcdn.net/images/cover/52c09f5042c3657160afb41f7a32290c/1000x1000-000000-80-0-0.jpg"
"The truth that you leave","Pianoboy高至豪","The truth that you leave - Single","https://music.youtube.com/search?q=Pianoboy%E9%AB%98%E8%87%B3%E8%B1%AA%20The%C2%A0truth%C2%A0that%C2%A0you%C2%A0leave",""
"The Lemonade Song","Pink Martini","The Lemonade Song","https://music.youtube.com/search?q=Pink%20Martini%20The%20Lemonade%20Song","https://cdn-images.dzcdn.net/images/cover/32d80376a9a48e125765a6ac9bc2c72d/1000x1000-000000-80-0-0.jpg"
"Honesty","Pink Sweat$","PINK PLANET","https://music.youtube.com/search?q=Pink%20Sweat%24%20Honesty","https://cdn-images.dzcdn.net/images/cover/405b4c2af91a903b1e7d64e87eaf9a62/1000x1000-000000-80-0-0.jpg"
